Date UTC;T° (C);P (hPa);HR (%);P.rosée (°C);Visi (km);Vt. moy. (km/h);Vt. raf. (km/h);Vt. dir (°);RR 3h (mm);Neige (cm);Nebul. (octats)
05/07/16 06h00;13.6;1021.5;93;12.5;15;11.112;24.076;320;0;0;8
05/07/16 09h00;15.9;1022.7;76;11.7;19;18.52;29.632;320;0;0;8
05/07/16 12h00;17.3;1023.3;63;10.2;35;14.816;27.78;340;0;0;7
05/07/16 15h00;18.5;1023.5;62;11.1;35;12.964;25.928;330;0;0;
05/07/16 18h00;16.7;1023.7;63;9.6;50;14.816;27.78;320;0;0;
05/07/16 21h00;12.6;1024.7;85;10.1;16;3.704;12.964;310;0;0;
06/07/16 00h00;10.9;1024.6;95;10.1;0.4;5.556;5.556;320;0;0;
06/07/16 03h00;9.7;1023.9;95;8.9;10;5.556;9.26;330;0;0;
06/07/16 06h00;11.2;1024.6;95;10.4;10;0;7.408;0;0;0;
06/07/16 09h00;15.5;1024.5;70;10;35;11.112;20.372;30;0;0;
06/07/16 12h00;18.7;1024.3;62;11.3;45;9.26;22.224;60;0;0;
06/07/16 15h00;19.9;1023.7;61;12.2;19;9.26;22.224;30;0;0;
06/07/16 18h00;17.7;1022.9;65;11;40;12.964;20.372;20;0;0;
06/07/16 21h00;12.5;1023.6;85;10;29;7.408;16.668;30;0;0;
07/07/16 00h00;10.1;1023;92;8.9;12;5.556;9.26;20;0;0;
07/07/16 03h00;9.1;1022;95;8.3;5;0;9.26;0;0;0;
07/07/16 06h00;11.6;1021.8;92;10.3;19;7.408;11.112;360;0;0;
07/07/16 09h00;19.4;1021;55;10.1;55;3.704;7.408;270;0;0;
07/07/16 12h00;22.1;1020.4;56;12.9;45;9.26;20.372;180;0;0;
07/07/16 15h00;21.5;1019.9;52;11.2;60;16.668;24.076;340;0;0;
07/07/16 18h00;17.6;1018.9;64;10.7;55;9.26;16.668;30;0;0;6
07/07/16 21h00;14.5;1020;71;9.3;60;7.408;16.668;350;0;0;8
08/07/16 00h00;12.8;1019.6;86;10.5;12;7.408;9.26;270;0;0;6
08/07/16 03h00;13.8;1019;92;12.5;7;3.704;5.556;210;0;0;8
08/07/16 06h00;15.3;1019.3;92;14;7;11.112;16.668;240;0;0;6
08/07/16 09h00;20.1;1020;70;14.5;50;18.52;31.484;250;0;0;7
08/07/16 12h00;19.6;1021.1;81;16.2;55;18.52;29.632;260;0;0;8
08/07/16 15h00;18.4;1022;90;16.7;9;18.52;31.484;250;0;0;8
08/07/16 18h00;18.2;1022.6;89;16.4;10;14.816;24.076;250;;0;8
08/07/16 21h00;16.5;1023.6;97;16;4.4;12.964;22.224;220;0;0;8
09/07/16 00h00;16.3;1023.4;97;15.8;13;14.816;31.484;200;0;0;8
09/07/16 03h00;16.4;1021.8;94;15.4;40;16.668;31.484;210;0;0;8
09/07/16 06h00;16.1;1021.7;98;15.8;0.3;24.076;37.04;220;0;0;8
09/07/16 09h00;17.7;1021.6;89;15.9;19;29.632;44.448;200;0;0;8
09/07/16 12h00;19.4;1020.7;80;15.9;50;29.632;51.856;200;0;0;8
09/07/16 15h00;19.9;1019.3;76;15.5;40;31.484;48.152;200;0;0;7
09/07/16 18h00;18.3;1017.6;83;15.4;45;25.928;44.448;190;0;0;8
09/07/16 21h00;17.1;1017;91;15.6;45;22.224;37.04;190;0;0;8
10/07/16 00h00;16.8;1015.3;97;16.3;6;20.372;40.744;210;;0;8
10/07/16 03h00;16.7;1013.1;99;16.5;2.3;24.076;37.04;210;0;0;8
10/07/16 06h00;16.8;1012.3;99;16.6;1.8;27.78;40.744;210;2;0;8
10/07/16 09h00;17.5;1012.1;94;16.5;18;20.372;37.04;240;2;0;8
10/07/16 12h00;20.2;1012.4;69;14.3;19;24.076;38.892;250;0;0;7
10/07/16 15h00;18.4;1012.8;76;14.1;35;29.632;44.448;240;0;0;7
10/07/16 18h00;17.6;1012.8;83;14.7;18;27.78;50.004;240;0;0;7
10/07/16 21h00;15.8;1012.7;87;13.6;18;22.224;38.892;240;0;0;8
11/07/16 00h00;15;1013;90;13.4;17;20.372;29.632;240;0;0;6
11/07/16 03h00;15.3;1012.1;91;13.8;16;18.52;27.78;240;;0;8
11/07/16 06h00;15.2;1012.6;89;13.4;35;18.52;31.484;230;;0;8
11/07/16 09h00;17.7;1013.8;74;13;35;24.076;46.3;240;0;0;8
11/07/16 12h00;18.9;1014.3;68;12.9;35;24.076;46.3;250;0;0;7
11/07/16 15h00;19;1014.3;69;13.2;45;25.928;44.448;250;;0;6
11/07/16 18h00;18;1014.4;75;13.5;40;24.076;40.744;250;0;0;8
11/07/16 21h00;15.4;1015.2;92;14.1;35;9.26;22.224;270;;0;8
12/07/16 00h00;13.4;1015.8;93;12.3;19;5.556;14.816;280;0;0;8
12/07/16 03h00;12.6;1015.7;96;12;13;5.556;11.112;240;0;0;8
12/07/16 06h00;13.4;1016.2;92;12.1;19;9.26;14.816;260;;0;7
12/07/16 09h00;16.6;1016.5;68;10.7;19;12.964;20.372;280;0;0;6
12/07/16 12h00;17.9;1016.9;55;8.7;40;20.372;35.188;290;0;0;8
12/07/16 15h00;17.4;1017.3;58;9;35;18.52;31.484;280;0;0;8
12/07/16 18h00;16;1018.1;63;9;60;20.372;35.188;290;0;0;
12/07/16 21h00;13.5;1019.4;78;9.7;60;7.408;18.52;300;;0;8
13/07/16 00h00;11.1;1020.1;95;10.3;35;7.408;12.964;290;1;0;
13/07/16 03h00;10.2;1020.5;95;9.4;19;5.556;12.964;260;0;0;6
13/07/16 06h00;11.6;1021.2;96;11;40;5.556;12.964;260;0;0;
13/07/16 09h00;15.6;1022.8;70;10.1;35;22.224;35.188;330;;0;6
13/07/16 12h00;16.7;1024.4;58;8.4;19;22.224;40.744;330;0;0;7
13/07/16 15h00;17.5;1024.8;58;9.1;27;25.928;38.892;320;0;0;8
13/07/16 18h00;16.4;1025.4;61;8.9;35;22.224;35.188;330;0;0;
13/07/16 21h00;12.9;1026.6;83;10.1;50;7.408;11.112;300;0;0;
14/07/16 00h00;11.2;1026.7;91;9.8;40;7.408;9.26;290;0;0;
14/07/16 03h00;11.2;1026;92;9.9;35;5.556;9.26;280;0;0;8
14/07/16 06h00;11.9;1026.6;90;10.3;19;7.408;11.112;310;0;0;
14/07/16 09h00;15.7;1027.5;67;9.6;55;16.668;25.928;320;0;0;7
14/07/16 12h00;17.9;1028.1;56;9;40;16.668;29.632;350;0;0;
14/07/16 15h00;18.6;1028.6;51;8.3;45;16.668;25.928;340;0;0;6
14/07/16 18h00;17.5;1029;51;7.2;50;12.964;24.076;340;0;0;
14/07/16 21h00;13.5;1030;71;8.3;55;5.556;7.408;330;0;0;
15/07/16 00h00;12.1;1030;84;9.5;50;3.704;9.26;310;0;0;7
15/07/16 03h00;10;1029.3;93;8.9;18;0;3.704;0;0;0;
15/07/16 06h00;11.3;1029.5;99;11.1;12;1.852;5.556;170;0;0;
15/07/16 09h00;17.6;1029.7;64;10.7;45;5.556;12.964;290;0;0;
15/07/16 12h00;20.2;1029.5;58;11.7;19;7.408;18.52;250;0;0;7
15/07/16 15h00;20.5;1029;61;12.7;35;16.668;24.076;330;0;0;
15/07/16 18h00;19.2;1028.6;56;10.2;50;11.112;20.372;340;0;0;
15/07/16 21h00;14.3;1029.1;79;10.7;29;5.556;9.26;20;0;0;
16/07/16 00h00;12.6;1029;92;11.3;10;7.408;7.408;30;0;0;
16/07/16 03h00;11.4;1028;97;10.9;4.1;7.408;9.26;60;0;0;
16/07/16 06h00;12.6;1028.3;97;12.1;7;3.704;7.408;60;0;0;
16/07/16 09h00;21.2;1027.8;48;9.7;55;5.556;11.112;80;0;0;
16/07/16 12h00;24.6;1027;46;12.2;50;7.408;14.816;300;0;0;
16/07/16 15h00;23.2;1026.2;51;12.5;40;16.668;31.484;350;0;0;
16/07/16 18h00;20.3;1025.7;56;11.2;50;14.816;29.632;20;0;0;
16/07/16 21h00;15.3;1026.2;76;11.1;50;9.26;16.668;30;0;0;
17/07/16 00h00;13.8;1025.5;83;11;24;7.408;12.964;30;0;0;
17/07/16 03h00;13.1;1024.8;80;9.7;45;7.408;11.112;30;0;0;
17/07/16 06h00;14.6;1024.7;79;11;40;7.408;12.964;60;0;0;
17/07/16 09h00;23.3;1023.9;51;12.6;50;7.408;16.668;70;0;0;
17/07/16 12h00;26.3;1022.7;54;16.2;45;7.408;22.224;50;0;0;
17/07/16 15h00;24.6;1022.2;60;16.3;45;18.52;31.484;10;0;0;
17/07/16 18h00;23.4;1021.4;58;14.7;19;20.372;33.336;40;0;0;
17/07/16 21h00;18.7;1021.8;76;14.4;60;7.408;14.816;40;0;0;
18/07/16 00h00;16.2;1021.6;89;14.4;35;9.26;16.668;40;0;0;
18/07/16 03h00;15.8;1020.4;93;14.7;40;11.112;12.964;60;0;0;
18/07/16 06h00;18;1019.7;88;16;35;11.112;14.816;60;0;0;
18/07/16 09h00;26.9;1018.9;61;18.7;45;11.112;20.372;100;0;0;
18/07/16 12h00;30.4;1018;47;17.8;40;18.52;31.484;130;0;0;
18/07/16 15h00;32.1;1016.4;40;16.8;60;14.816;29.632;160;0;0;
18/07/16 18h00;30.7;1015.6;49;18.8;50;9.26;16.668;200;0;0;
18/07/16 21h00;24.1;1015.9;74;19.2;50;9.26;14.816;40;0;0;
19/07/16 00h00;20.7;1014.9;84;17.9;55;7.408;11.112;70;0;0;
19/07/16 03h00;20.5;1013.6;80;16.9;55;9.26;14.816;150;0;0;
19/07/16 06h00;21.7;1013.1;74;16.9;45;9.26;20.372;170;0;0;
19/07/16 09h00;27.8;1012.6;58;18.8;25;16.668;25.928;140;0;0;
19/07/16 12h00;29.5;1012.5;47;17;35;20.372;31.484;200;0;0;6
19/07/16 15h00;29.2;1011;43;15.3;50;11.112;31.484;130;0;0;8
19/07/16 18h00;28.7;1009;48;16.6;50;16.668;27.78;170;0;0;6
19/07/16 21h00;20.6;1009.8;81;17.2;22;5.556;16.668;270;0;0;
20/07/16 00h00;19.8;1010.5;94;18.8;14;12.964;18.52;220;0;0;
20/07/16 03h00;18.1;1010.6;93;16.9;3.3;12.964;25.928;270;0;0;8
20/07/16 06h00;17.3;1012.8;89;15.5;10;7.408;14.816;220;0;0;8
20/07/16 09h00;19;1013.7;78;15.1;19;14.816;24.076;310;0;0;8
20/07/16 12h00;19;1015.2;81;15.7;19;12.964;24.076;320;0;0;8
20/07/16 15h00;20.9;1015.9;69;15;50;12.964;24.076;320;0;0;8
20/07/16 18h00;19.7;1016.4;76;15.3;45;11.112;20.372;310;0;0;7
20/07/16 21h00;15.7;1017.9;88;13.7;19;3.704;11.112;270;0;0;8
21/07/16 00h00;13.5;1018.3;97;13;35;5.556;7.408;230;0;0;
21/07/16 03h00;13.5;1018.1;95;12.7;35;5.556;9.26;200;0;0;
21/07/16 06h00;13.8;1018.1;99;13.6;12;0;7.408;0;0;0;8
21/07/16 09h00;18.2;1018.4;77;14.1;45;9.26;16.668;180;0;0;8
21/07/16 12h00;20.3;1018;65;13.5;50;11.112;20.372;220;0;0;7
21/07/16 15h00;21;1017.9;70;15.3;40;12.964;20.372;190;;0;8
21/07/16 18h00;19.9;1017.3;70;14.3;55;12.964;18.52;200;0;0;
21/07/16 21h00;15.9;1018.3;84;13.2;60;0;5.556;0;0;0;6
22/07/16 00h00;16.8;1018.1;86;14.4;55;7.408;9.26;160;0;0;8
22/07/16 03h00;14.9;1017.8;96;14.3;35;5.556;7.408;180;0;0;7
22/07/16 06h00;16.3;1018.1;97;15.8;11;3.704;9.26;160;0;0;
22/07/16 09h00;19.8;1018.9;77;15.6;50;9.26;14.816;250;0;0;8
22/07/16 12h00;22.3;1019.5;69;16.3;50;11.112;22.224;250;0;0;8
22/07/16 15h00;22.3;1019.8;66;15.6;30;14.816;27.78;290;0;0;8
22/07/16 18h00;20.1;1020.5;77;15.9;45;18.52;27.78;320;0;0;8
22/07/16 21h00;16.9;1022.1;90;15.2;19;11.112;18.52;320;0;0;8
23/07/16 00h00;16.5;1022.5;91;15;14;9.26;18.52;310;0;0;8
23/07/16 03h00;16;1022.3;87;13.8;35;3.704;11.112;300;0;0;8
23/07/16 06h00;16.2;1022.6;76;12;60;7.408;12.964;290;0;0;8
23/07/16 09h00;18;1023.2;66;11.5;55;9.26;18.52;310;0;0;8
23/07/16 12h00;20.6;1023.6;60;12.6;45;9.26;18.52;290;0;0;7
23/07/16 15h00;21.8;1022.8;59;13.4;35;14.816;27.78;270;0;0;
23/07/16 18h00;19.4;1022.8;72;14.2;55;12.964;22.224;230;0;0;8
23/07/16 21h00;17.4;1023.3;89;15.6;28;12.964;16.668;240;0;0;8
24/07/16 00h00;17;1022.9;98;16.7;3.2;5.556;9.26;210;0;0;8
24/07/16 03h00;16.1;1021.9;99;15.9;0.1;5.556;7.408;200;0;0;8
24/07/16 06h00;16;1021.7;98;15.7;10;12.964;18.52;240;0;0;8
24/07/16 09h00;19.2;1021.9;79;15.5;35;16.668;27.78;230;0;0;8
24/07/16 12h00;18.4;1022.3;88;16.4;5;16.668;31.484;230;0;0;8
24/07/16 15h00;19;1021.6;92;17.7;9;16.668;25.928;220;0;0;8
24/07/16 18h00;18.2;1021.3;98;17.9;1.1;11.112;24.076;220;0;0;8
24/07/16 21h00;17.9;1021.9;97;17.4;2;11.112;14.816;260;0;0;8
25/07/16 00h00;16.3;1022.4;97;15.8;5;5.556;14.816;320;0;0;8
25/07/16 03h00;13.8;1022.3;96;13.2;5;5.556;11.112;330;0;0;
25/07/16 06h00;12.9;1022.7;99;12.7;12;0;7.408;0;0;0;
25/07/16 09h00;17.6;1023;79;13.9;3.8;12.964;20.372;290;0;0;8
25/07/16 12h00;19.7;1023.3;61;12;45;12.964;24.076;290;;0;8
25/07/16 15h00;20;1023.4;64;13;50;16.668;29.632;280;0;0;8
25/07/16 18h00;19.5;1023.4;64;12.5;45;16.668;27.78;300;0;0;8
25/07/16 21h00;16.1;1024.5;84;13.4;55;5.556;12.964;310;0;0;8
26/07/16 00h00;15.6;1024.7;84;12.9;60;5.556;7.408;300;0;0;8
26/07/16 03h00;15.3;1024.3;82;12.2;60;3.704;9.26;250;0;0;8
26/07/16 06h00;15.6;1024.9;76;11.4;50;3.704;7.408;340;0;0;8
26/07/16 09h00;17.8;1025;69;12;60;3.704;14.816;270;0;0;8
26/07/16 12h00;18.7;1024.8;69;12.9;55;12.964;22.224;290;0;0;8
26/07/16 15h00;19.5;1024.3;64;12.5;55;11.112;25.928;270;0;0;8
26/07/16 18h00;17.8;1023.6;73;12.9;55;12.964;20.372;280;0;0;8
26/07/16 21h00;16.4;1023.7;85;13.9;40;11.112;18.52;240;0;0;8
27/07/16 00h00;16.3;1022.4;88;14.3;35;18.52;24.076;230;0;0;8
27/07/16 03h00;16.3;1021;98;16;10;16.668;27.78;230;0;0;8
27/07/16 06h00;16.3;1020.6;98;16;4.5;12.964;20.372;230;0;0;8
27/07/16 09h00;17.9;1020.7;97;17.4;2.7;16.668;27.78;270;0;0;8
27/07/16 12h00;18.5;1020.7;92;17.2;7;14.816;25.928;280;0;0;8
27/07/16 15h00;19.4;1020.4;86;17;40;14.816;31.484;270;0;0;8
27/07/16 18h00;17.7;1019.9;96;17.1;8;11.112;29.632;280;0;0;8
27/07/16 21h00;17;1020.5;95;16.2;13;9.26;22.224;280;0;0;8
28/07/16 00h00;16;1020.4;96;15.4;11;7.408;12.964;270;0;0;8
28/07/16 03h00;15.7;1019.5;97;15.2;2.6;5.556;11.112;260;;0;8
28/07/16 06h00;15.8;1019.3;97;15.3;14;7.408;14.816;250;0;0;8
28/07/16 09h00;16.9;1019.4;96;16.3;4;18.52;31.484;230;0;0;8
28/07/16 12h00;17.4;1018.7;97;16.9;4.3;20.372;35.188;230;0;0;8
28/07/16 15h00;17.8;1017.7;96;17.2;3.2;22.224;37.04;250;1;0;8
28/07/16 18h00;17.5;1016.9;97;17;6;18.52;33.336;250;0;0;8
28/07/16 21h00;17.1;1016.8;97;16.6;4.9;16.668;33.336;240;0;0;8
29/07/16 00h00;15.3;1016.6;92;14;50;9.26;22.224;280;0;0;8
29/07/16 03h00;15.4;1015.6;95;14.6;17;14.816;25.928;250;0;0;8
29/07/16 06h00;15.2;1015.7;90;13.6;19;14.816;22.224;250;0;0;8
29/07/16 09h00;15.6;1015.8;94;14.6;2.4;11.112;24.076;260;0;0;8
29/07/16 12h00;17.5;1015.8;83;14.6;18;14.816;31.484;270;0;0;8
29/07/16 15h00;18.6;1015.3;74;13.9;50;16.668;31.484;260;0;0;8
29/07/16 18h00;16.8;1015.4;87;14.6;50;9.26;20.372;270;;0;8
29/07/16 21h00;15.5;1016.1;95;14.7;18;5.556;9.26;230;;0;8
30/07/16 00h00;15.1;1016;95;14.3;19;7.408;12.964;240;0;0;8
30/07/16 03h00;15;1015.4;96;14.4;19;7.408;9.26;230;0;0;8
30/07/16 06h00;15.2;1015.3;98;14.9;15;5.556;9.26;250;0;0;8
30/07/16 09h00;17.7;1015.8;84;15;40;7.408;12.964;270;0;0;8
30/07/16 12h00;19.7;1015.8;69;13.8;55;7.408;16.668;300;0;0;8
30/07/16 15h00;19.3;1016;72;14.1;50;14.816;24.076;330;0;0;8
30/07/16 18h00;18.2;1016.2;77;14.1;45;11.112;22.224;340;0;0;8
30/07/16 21h00;15;1017.3;90;13.4;11;5.556;9.26;320;0;0;8
31/07/16 00h00;13.2;1018.2;99;13;4.4;1.852;5.556;280;0;0;8
31/07/16 03h00;12.9;1017.8;97;12.4;0.8;5.556;9.26;320;0;0;
31/07/16 06h00;13.7;1018.6;98;13.4;2.4;7.408;12.964;320;0;0;
31/07/16 09h00;17.7;1020;72;12.6;55;14.816;25.928;350;0;0;7
31/07/16 12h00;19.4;1020.9;56;10.4;40;14.816;27.78;330;0;0;7
31/07/16 15h00;20.8;1021.4;49;9.7;35;16.668;29.632;310;0;0;
31/07/16 18h00;18.3;1021.8;68;12.3;45;16.668;27.78;360;0;0;
31/07/16 21h00;13.4;1022.8;79;9.8;60;5.556;9.26;360;0;0;
01/08/16 00h00;10.3;1023.5;96;9.7;45;5.556;7.408;320;0;0;
01/08/16 03h00;9.4;1022.7;98;9.1;28;5.556;7.408;200;0;0;
01/08/16 06h00;12.4;1022.1;94;11.5;35;11.112;14.816;190;0;0;8
01/08/16 09h00;17.2;1021.9;78;13.3;50;22.224;31.484;200;0;0;8
01/08/16 12h00;17.9;1021.2;70;12.3;55;27.78;46.3;210;0;0;8
01/08/16 15h00;14.7;1020.3;96;14.1;6;29.632;48.152;200;1;0;8
01/08/16 18h00;16;1018.4;98;15.7;3.8;25.928;42.596;200;2;0;8
01/08/16 21h00;17.1;1017.9;99;16.9;4;31.484;44.448;230;2;0;8
02/08/16 00h00;17.2;1017.3;97;16.7;9;27.78;50.004;240;2;0;8
02/08/16 03h00;17.3;1016.7;96;16.7;10;25.928;46.3;230;0;0;8
02/08/16 06h00;17.2;1016.4;94;16.2;13;25.928;44.448;230;0;0;8
02/08/16 09h00;18.1;1017;91;16.6;15;29.632;48.152;240;;0;8
02/08/16 12h00;19;1017.2;88;17;15;31.484;53.708;230;0;0;8
02/08/16 15h00;18.7;1017.2;90;17;14;27.78;44.448;230;0;0;8
02/08/16 18h00;18.2;1016.4;92;16.9;11;29.632;44.448;220;0;0;8
02/08/16 21h00;17.7;1016.1;98;17.4;3.8;27.78;42.596;230;3;0;8
03/08/16 00h00;17.8;1015.2;99;17.6;3;27.78;44.448;220;2;0;8
03/08/16 03h00;17.8;1013.5;99;17.6;2.1;25.928;44.448;220;2;0;8
03/08/16 06h00;17.8;1012.7;99;17.6;3;24.076;40.744;230;3;0;8
03/08/16 09h00;18.2;1013.4;95;17.4;18;12.964;27.78;260;2;0;8
03/08/16 12h00;19.3;1013.8;77;15.2;50;18.52;31.484;250;0;0;8
03/08/16 15h00;20.2;1014.2;64;13.2;45;22.224;38.892;260;0;0;8
03/08/16 18h00;18.1;1014.5;76;13.8;40;18.52;33.336;270;0;0;6
03/08/16 21h00;15.2;1015.2;92;13.9;13;11.112;16.668;250;0;0;
04/08/16 00h00;14.9;1014.7;93;13.8;14;11.112;16.668;240;0;0;8
04/08/16 03h00;14.4;1014;92;13.1;16;9.26;14.816;240;0;0;8
04/08/16 06h00;14.4;1013.6;95;13.6;16;5.556;12.964;230;0;0;
04/08/16 09h00;17.6;1014;77;13.5;45;16.668;25.928;230;0;0;8
04/08/16 12h00;19.3;1014.7;69;13.5;40;16.668;27.78;270;0;0;7
04/08/16 15h00;17.8;1015.8;83;14.9;35;18.52;29.632;300;0;0;8
04/08/16 18h00;18.2;1017;74;13.5;45;16.668;27.78;300;0;0;7
04/08/16 21h00;14.3;1019.5;92;13;30;5.556;9.26;280;0;0;
05/08/16 00h00;13;1020.6;98;12.7;6;5.556;9.26;240;0;0;
05/08/16 03h00;12.2;1021.4;96;11.6;0.4;5.556;9.26;290;;0;
05/08/16 06h00;12;1022.6;100;12;14;5.556;7.408;240;0;0;
05/08/16 09h00;17.8;1024.2;72;12.7;50;11.112;20.372;280;0;0;8
05/08/16 12h00;19.3;1024.9;71;13.9;55;12.964;24.076;240;0;0;7
05/08/16 15h00;20;1025.5;65;13.2;35;18.52;31.484;260;0;0;8
05/08/16 18h00;19.8;1025.8;72;14.6;2.6;14.816;29.632;250;0;0;
05/08/16 21h00;16.3;1027.7;95;15.5;18;7.408;11.112;240;0;0;8
06/08/16 00h00;16.6;1027.7;95;15.8;17;7.408;12.964;240;0;0;8
06/08/16 03h00;16.7;1027.8;94;15.7;17;9.26;22.224;260;0;0;8
06/08/16 06h00;17.1;1028.5;95;16.3;16;9.26;18.52;270;0;0;8
06/08/16 09h00;20;1029.6;77;15.8;50;7.408;18.52;270;0;0;7
06/08/16 12h00;22.2;1029.9;71;16.7;40;14.816;25.928;200;0;0;7
06/08/16 15h00;23;1030.4;65;16.1;45;12.964;25.928;230;0;0;
06/08/16 18h00;21.9;1030.4;61;14;55;14.816;22.224;240;0;0;
06/08/16 21h00;16.9;1031.4;93;15.8;55;9.26;18.52;210;0;0;
07/08/16 00h00;16.3;1030.8;98;16;10;11.112;18.52;200;0;0;7
07/08/16 03h00;16.9;1029.9;98;16.6;9;16.668;25.928;210;0;0;8
07/08/16 06h00;17;1030;97;16.5;15;11.112;24.076;220;0;0;8
07/08/16 09h00;18.9;1029.7;95;18.1;3.4;16.668;24.076;240;0;0;8
07/08/16 12h00;21.5;1029;84;18.7;50;16.668;27.78;240;0;0;8
07/08/16 15h00;21.5;1028.2;81;18.1;50;14.816;24.076;240;0;0;8
07/08/16 18h00;20.5;1027.8;72;15.3;19;12.964;24.076;280;0;0;8
07/08/16 21h00;17.1;1028;88;15.1;17;11.112;20.372;280;0;0;
08/08/16 00h00;16;1027.5;91;14.5;12;7.408;14.816;290;0;0;8
08/08/16 03h00;12.5;1026.6;95;11.7;11;5.556;9.26;270;0;0;
08/08/16 06h00;13.8;1026.9;96;13.2;12;3.704;9.26;260;0;0;
08/08/16 09h00;16.3;1027.1;94;15.3;30;9.26;16.668;300;0;0;8
08/08/16 12h00;20;1026.9;61;12.2;40;16.668;29.632;330;0;0;8
08/08/16 15h00;18.2;1026.9;72;13.1;45;16.668;27.78;320;0;0;7
08/08/16 18h00;16.7;1026.9;68;10.8;55;14.816;25.928;340;0;0;7
08/08/16 21h00;13.7;1027.7;85;11.2;35;5.556;11.112;330;0;0;7
09/08/16 00h00;12.2;1027.9;92;10.9;14;5.556;9.26;330;0;0;
09/08/16 03h00;11.2;1027.8;94;10.3;11;5.556;11.112;330;0;0;
09/08/16 06h00;11.7;1028.4;94;10.8;9;7.408;11.112;320;0;0;
09/08/16 09h00;16.5;1029.2;68;10.6;50;12.964;24.076;360;0;0;8
09/08/16 12h00;18.1;1029.1;60;10.2;35;20.372;33.336;360;0;0;6
09/08/16 15h00;18.4;1029.1;58;10;19;22.224;40.744;350;0;0;7
09/08/16 18h00;15.5;1029.3;70;10;40;22.224;35.188;350;0;0;7
09/08/16 21h00;12.2;1029.6;82;9.2;27;9.26;16.668;330;0;0;
10/08/16 00h00;11.8;1029.3;86;9.5;35;9.26;14.816;340;0;0;6
10/08/16 03h00;11;1028.9;88;9.1;35;5.556;14.816;310;0;0;
10/08/16 06h00;11.5;1028.7;91;10.1;19;7.408;12.964;320;0;0;
10/08/16 09h00;15.9;1029.2;66;9.6;45;14.816;29.632;350;0;0;8
10/08/16 12h00;17.7;1029.2;57;9.1;35;18.52;33.336;350;0;0;
10/08/16 15h00;18.2;1028.7;63;11;40;18.52;35.188;320;0;0;8
10/08/16 18h00;15.4;1028.5;93;14.3;10;18.52;27.78;320;0;0;8
10/08/16 21h00;14.6;1028.8;94;13.6;9;7.408;12.964;310;0;0;
11/08/16 00h00;12.2;1028.8;97;11.7;1;3.704;5.556;270;0;0;
11/08/16 03h00;11.3;1028.1;98;11;0.4;3.704;7.408;260;0;0;
11/08/16 06h00;12.7;1028.3;100;12.7;10;7.408;11.112;260;0;0;
11/08/16 09h00;17.8;1028.5;75;13.3;19;14.816;24.076;300;0;0;7
11/08/16 12h00;19.1;1028.4;66;12.6;19;18.52;29.632;310;0;0;
11/08/16 15h00;19.9;1028.2;59;11.6;19;20.372;31.484;310;0;0;
11/08/16 18h00;17.1;1028.3;75;12.6;35;14.816;24.076;320;0;0;
11/08/16 21h00;14.4;1028.6;89;12.6;16;5.556;9.26;320;0;0;
12/08/16 00h00;14.4;1028.4;89;12.6;16;3.704;12.964;320;0;0;8
12/08/16 03h00;14.9;1027.8;85;12.4;18;7.408;14.816;330;0;0;8
12/08/16 06h00;15.1;1027.9;84;12.4;19;5.556;11.112;330;0;0;8
12/08/16 09h00;17.6;1028.4;72;12.5;19;5.556;12.964;340;0;0;7
12/08/16 12h00;21;1027.6;66;14.4;35;5.556;20.372;300;0;0;
12/08/16 15h00;21.5;1027.1;65;14.6;19;14.816;20.372;340;0;0;
12/08/16 18h00;18.4;1026.4;73;13.5;27;12.964;22.224;20;0;0;
12/08/16 21h00;13.6;1026.7;92;12.3;9;7.408;11.112;30;0;0;
13/08/16 00h00;12.2;1025.7;97;11.7;4.8;5.556;9.26;100;0;0;
13/08/16 03h00;11.3;1025.7;98;11;3.9;11.112;14.816;10;0;0;
13/08/16 06h00;11.3;1025.6;99;11.1;0.4;7.408;12.964;20;0;0;8
13/08/16 09h00;19.3;1025.1;75;14.8;18;9.26;14.816;60;0;0;
13/08/16 12h00;22.9;1024.8;65;16;19;12.964;24.076;30;0;0;
13/08/16 15h00;22.2;1024.4;61;14.3;40;14.816;24.076;10;0;0;
13/08/16 18h00;18.8;1024.5;74;14.1;35;16.668;29.632;20;0;0;
13/08/16 21h00;14.9;1025.1;94;13.9;6;11.112;16.668;40;0;0;
14/08/16 00h00;14.4;1025;98;14.1;3.1;7.408;16.668;20;0;0;
14/08/16 03h00;15.7;1024;96;15.1;9;16.668;29.632;50;0;0;8
14/08/16 06h00;15.7;1024.5;95;14.9;11;12.964;22.224;50;0;0;8
14/08/16 09h00;20;1024.3;76;15.6;50;14.816;25.928;40;0;0;
14/08/16 12h00;22.6;1023.5;64;15.4;50;18.52;29.632;50;0;0;
14/08/16 15h00;22.8;1023;64;15.6;40;22.224;31.484;30;0;0;
14/08/16 18h00;20.2;1022.5;64;13.2;55;18.52;31.484;30;0;0;
14/08/16 21h00;15.4;1023.1;92;14.1;12;12.964;22.224;40;0;0;
15/08/16 00h00;14.4;1022.5;96;13.8;4.7;11.112;16.668;50;0;0;
15/08/16 03h00;14;1021.4;97;13.5;3.1;9.26;14.816;50;0;0;
15/08/16 06h00;13.6;1020.8;98;13.3;6;11.112;16.668;50;0;0;
15/08/16 09h00;22.5;1019.9;67;16.1;17;9.26;14.816;80;0;0;
